# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
12/04/2024 00:00:11,Class A,273428690,57.869038,10.268000,Under way using engine,-4.5,12.2,268.8,269,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2190067,55.032667,9.248500,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,211215730,54.169863,9.433163,Under way using engine,0.0,6.4,240.0,240,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,219058000,57.720403,10.603527,Under way using engine,0.0,0.0,110.7,141,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,245306000,55.676840,15.550688,Under way using engine,0.0,11.8,59.7,61,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2190069,57.003788,9.824147,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,245306000,55.676840,15.550688,Under way using engine,0.0,11.8,59.7,61,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2190069,57.003788,9.824147,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2190069,57.003788,9.824147,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2190069,57.003788,9.824147,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2190069,57.003788,9.824147,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class B,219007693,55.695965,12.612425,Unknown value,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,219026000,55.268857,12.747868,Under way using engine,0.0,16.3,112.7,113,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655170,58.289323,12.277087,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,220051000,57.593837,9.961328,Engaged in fishing,0.0,0.0,,133,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,271051118,55.172077,14.297863,Under way using engine,0.0,14.8,50.5,50,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,271051118,55.172077,14.297863,Under way using engine,0.0,14.8,50.5,50,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,209672000,53.952383,9.238100,Under way using engine,-2.9,6.6,38.8,38,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,219018493,56.000450,8.129633,Under way using engine,,0.0,318.6,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,231023000,57.902717,11.272823,Under way using engine,,11.2,165.1,170,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,220323000,57.363343,11.338830,Engaged in fishing,,0.6,23.0,328,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655135,55.478315,13.270352,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,231023000,57.902717,11.272823,Under way using engine,,11.2,165.1,170,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655135,55.478315,13.270352,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655135,55.478315,13.270352,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655135,55.478315,13.270352,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655135,55.478315,13.270352,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Base Station,2655135,55.478315,13.270352,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,257755600,57.439272,10.550948,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,265859000,56.437650,11.075150,Under way using engine,0.0,14.6,80.7,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,219001181,56.001233,8.092675,Engaged in fishing,0.0,3.1,354.9,358,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,257755600,57.439272,10.550948,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,265859000,56.437650,11.075150,Under way using engine,0.0,14.6,80.7,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,265859000,56.437650,11.075150,Under way using engine,0.0,14.6,80.7,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,231815000,55.318667,14.411833,Under way using engine,1.1,9.0,217.3,217,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,566242000,57.754902,11.086233,Under way using engine,0.0,11.1,299.8,298,9467811,9V3328,HAFNIA AFRICA,Tanker,Category X,32,228,GPS,12.3,LAS PALMAS,19/04/2024 02:00:00,AIS,191,37,10,22
12/04/2024 00:00:11,Class A,566242000,57.754902,11.086233,Under way using engine,0.0,11.1,299.8,298,9467811,9V3328,HAFNIA AFRICA,Tanker,Category X,32,228,GPS,12.3,LAS PALMAS,19/04/2024 02:00:00,AIS,191,37,10,22
12/04/2024 00:00:11,Class A,231815000,55.318667,14.411833,Under way using engine,1.1,9.0,217.3,217,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:11,Class A,219001819,55.453893,12.242842,Under way using engine,,1.9,195.8,149,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001682,57.640400,9.598960,Engaged in fishing,,0.2,13.3,248,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,351201000,55.711617,10.796290,Under way using engine,0.0,9.5,12.4,14,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2655150,57.693997,12.058662,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,265859000,56.437650,11.075150,Under way using engine,0.0,14.6,80.7,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190069,57.003788,9.824147,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,246887000,57.494922,8.787648,Under way using engine,1.1,13.6,57.0,59,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,231836000,56.169507,11.273348,Under way using engine,-5.4,17.7,40.3,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219006443,57.592667,9.954900,Unknown value,,0.0,5.8,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class B,219007641,91.000000,0.000000,Unknown value,,,,,Unknown,XP 3369,R61 KONGSSKAER,Fishing,,4,10,Undefined,,Unknown,,AIS,3,7,2,2
12/04/2024 00:00:12,Class A,245693000,54.634913,11.383122,Under way using engine,0.0,0.0,159.3,141,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,245693000,54.634913,11.383122,Under way using engine,0.0,0.0,159.3,141,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001181,56.001233,8.092675,Engaged in fishing,0.0,3.1,354.9,358,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,259769000,57.210677,7.992618,Under way using engine,10.0,11.0,208.4,208,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,259769000,57.210677,7.992618,Under way using engine,10.0,11.0,208.4,208,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001682,57.640400,9.598960,Engaged in fishing,,0.2,13.3,248,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,265797590,55.867890,12.823598,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190077,55.149092,14.879118,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,477711300,53.854917,9.012050,Under way using engine,0.0,13.2,72.0,68,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,566598000,57.795050,10.045370,Under way using engine,-2.2,8.6,83.9,86,9729283,9V3283,HAFNIA TORRES,Tanker,No additional information,27,184,GPS,7.2,NLRTM>DKFRC,13/04/2024 06:00:00,AIS,150,34,19,8
12/04/2024 00:00:12,Class B,219000675,55.675322,12.593097,Unknown value,,0.0,36.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,566598000,57.795050,10.045370,Under way using engine,-2.2,8.6,83.9,86,9729283,9V3283,HAFNIA TORRES,Tanker,No additional information,27,184,GPS,7.2,NLRTM>DKFRC,13/04/2024 06:00:00,AIS,150,34,19,8
12/04/2024 00:00:12,Class A,257998000,58.222700,11.028083,Under way using engine,0.2,0.5,218.0,225,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257997000,57.437455,10.549138,Under way using engine,0.0,0.0,75.9,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257997000,57.437455,10.549138,Under way using engine,0.0,0.0,75.9,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257997000,57.437455,10.549138,Under way using engine,0.0,0.0,75.9,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,244181000,54.641827,11.362330,Under way using engine,0.0,0.0,306.9,39,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219018172,56.152687,10.253420,Under way using engine,0.0,0.0,184.8,22,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219025740,55.963177,11.847835,Unknown value,0.0,0.0,150.6,104,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,244181000,54.641827,11.362330,Under way using engine,0.0,0.0,306.9,39,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219005068,55.211900,11.198383,Under way using engine,0.0,0.0,,68,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219006092,57.593190,9.962635,Under way using engine,0.0,0.0,292.8,127,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,210855000,55.262167,13.226833,Under way using engine,0.0,10.5,272.0,270,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,210855000,55.262167,13.226833,Under way using engine,0.0,10.5,272.0,270,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001695,55.473570,8.424153,Engaged in fishing,0.0,0.0,0.0,149,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,244519000,54.440893,12.170117,Under way using engine,23.6,16.1,230.4,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001266,91.000000,0.000000,Unknown value,,,,,Unknown,OYOT,FULTON,Passenger,,7,40,GPS,2.9,MIDDELFART,15/04/2024 13:00:00,AIS,39,1,3,4
12/04/2024 00:00:12,Class A,219002418,55.248010,14.836047,Under way using engine,,0.0,278.8,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219002418,55.248010,14.836047,Under way using engine,,0.0,278.8,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,265555920,56.199205,12.546070,Under way using engine,,0.0,284.8,208,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000333,57.713877,10.580353,Under way using engine,,0.0,179.7,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,220228000,55.402225,8.262792,Engaged in fishing,0.0,3.1,143.4,154,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001266,91.000000,0.000000,Unknown value,,,,,Unknown,OYOT,FULTON,Passenger,,7,40,GPS,2.9,MIDDELFART,15/04/2024 13:00:00,AIS,39,1,3,4
12/04/2024 00:00:12,Class A,219001266,91.000000,0.000000,Unknown value,,,,,Unknown,OYOT,FULTON,Passenger,,7,40,GPS,2.9,MIDDELFART,15/04/2024 13:00:00,AIS,39,1,3,4
12/04/2024 00:00:12,Class A,231836000,56.169507,11.273348,Under way using engine,-5.4,17.7,40.3,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,231836000,56.169507,11.273348,Under way using engine,-5.4,17.7,40.3,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,231836000,56.169507,11.273348,Under way using engine,-5.4,17.7,40.3,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,231836000,56.169507,11.273348,Under way using engine,-5.4,17.7,40.3,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,231836000,56.169507,11.273348,Under way using engine,-5.4,17.7,40.3,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,246064000,55.430560,14.675585,Under way using engine,0.0,10.5,29.0,29,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,246064000,55.430560,14.675585,Under way using engine,0.0,10.5,29.0,29,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,266467000,57.545430,11.317487,Under way using engine,0.0,19.6,70.9,71,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,266467000,57.545430,11.317487,Under way using engine,0.0,19.6,70.9,71,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,211227550,54.420767,11.190600,Unknown value,0.0,0.1,13.5,192,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,235008380,56.169683,7.504688,Engaged in fishing,0.0,1.9,225.3,227,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257574600,56.701117,8.218670,Engaged in fishing,0.0,0.0,0.0,139,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,235008380,56.169683,7.504688,Engaged in fishing,0.0,1.9,225.3,227,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,311000886,55.519840,14.844765,Under way using engine,0.0,11.9,241.7,241,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class B,219006078,55.695353,12.612645,Unknown value,,0.0,332.7,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000183,54.996772,11.886972,Under way using engine,0.0,0.0,195.9,301,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219029577,54.750892,10.670673,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257122000,57.716000,10.584577,Under way using engine,,0.0,337.4,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,311000886,55.519840,14.844765,Under way using engine,0.0,11.9,241.7,241,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000183,54.996772,11.886972,Under way using engine,0.0,0.0,195.9,301,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257122000,57.716000,10.584577,Under way using engine,,0.0,337.4,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219029577,54.750892,10.670673,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219592000,57.414770,10.591613,Under way using engine,-1.1,14.3,134.2,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219004596,57.593613,9.956980,Unknown value,0.0,0.0,334.0,228,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219592000,57.414770,10.591613,Under way using engine,-1.1,14.3,134.2,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219435000,57.178765,8.211067,Under way using engine,1.1,21.4,52.6,53,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219592000,57.414770,10.591613,Under way using engine,-1.1,14.3,134.2,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219592000,57.414770,10.591613,Under way using engine,-1.1,14.3,134.2,135,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,211293880,54.682355,8.754152,Under way using engine,,0.0,0.1,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,211651920,54.353658,10.141662,Under way using engine,0.0,0.0,308.0,278,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,246887000,57.494922,8.787648,Under way using engine,1.1,13.6,57.0,59,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,246887000,57.494922,8.787648,Under way using engine,1.1,13.6,57.0,59,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class B,219032930,56.410398,10.922598,Not under command,,0.0,223.8,211,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,246887000,57.494922,8.787648,Under way using engine,1.1,13.6,57.0,59,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219024177,56.095648,12.458287,Under way using engine,,5.4,21.4,33,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2190052,54.872387,11.196938,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2655150,57.693997,12.058662,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219011018,57.593728,9.958930,Engaged in fishing,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Base Station,2655150,57.693997,12.058662,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001265,55.418305,8.235325,Engaged in fishing,0.0,3.2,326.5,307,Unknown,OZWK,HV8 GITTE MIRANDA,Fishing,,4,17,GPS,,ESBJERG,,AIS,14,3,2,2
12/04/2024 00:00:12,Class A,219011018,57.593728,9.958930,Engaged in fishing,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,235090733,54.995590,11.875160,Restricted maneuverability,0.0,0.0,165.3,139,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class B,219028635,54.940727,10.711088,Unknown value,,0.0,292.1,,Unknown,Unknown,WANDERLUST,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,235090733,54.995590,11.875160,Restricted maneuverability,0.0,0.0,165.3,139,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219001189,55.392475,8.265802,Engaged in fishing,0.0,3.3,163.0,161,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,563182600,53.861725,6.505885,Under way using engine,0.0,15.6,258.6,257,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,220278000,57.491942,10.505397,Engaged in fishing,0.0,0.0,178.9,147,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219021266,55.964050,11.845455,Under way using engine,,0.0,4.3,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219004596,57.593613,9.956980,Unknown value,0.0,0.0,334.0,228,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000855,57.321342,11.125502,Unknown value,0.0,0.0,329.6,316,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,366750000,57.858800,10.504428,Under way using engine,0.0,10.1,265.7,266,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,220000051,56.000703,8.123387,Engaged in fishing,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,231794000,57.101900,10.783212,Under way using engine,1.1,10.1,341.1,340,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,312679000,56.411312,10.924947,Engaged in fishing,,0.1,337.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219020187,56.795498,8.864717,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,366750000,57.858800,10.504428,Under way using engine,0.0,10.1,265.7,266,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,636019292,54.401438,11.926143,Under way using engine,0.0,12.4,93.4,92,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,259029000,57.628362,11.498787,Under way using engine,0.0,6.2,351.1,355,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000836,54.891778,10.412652,Under way using engine,0.0,0.1,119.0,215,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000836,54.891778,10.412652,Under way using engine,0.0,0.1,119.0,215,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,414500000,57.055333,7.866772,Under way using engine,0.0,11.0,209.4,212,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,219000836,54.891778,10.412652,Under way using engine,0.0,0.1,119.0,215,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,257064490,57.718010,10.601520,Under way using engine,0.0,0.1,348.3,53,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,414500000,57.055333,7.866772,Under way using engine,0.0,11.0,209.4,212,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:12,Class A,211236860,54.693118,8.573770,Restricted maneuverability,0.0,0.0,87.1,348,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
